"Date","Price","Open","High","Low","Vol.","Change %"
"08/15/2025","97.85","96.23","98.28","96.23","","-0.19%"
"08/14/2025","98.04","100.12","100.16","96.46","","-0.13%"
"08/13/2025","98.17","94.14","98.17","94.14","","5.72%"
"08/12/2025","92.86","94.83","94.86","92.02","","-4.36%"
"08/11/2025","97.09","95.63","97.64","94.71","","4.24%"
"08/08/2025","93.14","96.75","96.75","93.14","","-4.34%"
"08/07/2025","97.37","94.44","98.84","94.06","","-0.45%"
"08/06/2025","97.81","96.83","97.81","95.33","","0.16%"
"08/05/2025","97.65","96.12","100.20","95.37","","1.88%"
"08/04/2025","95.85","105.81","105.99","95.76","","-12.70%"
"08/01/2025","109.79","106.19","112.96","104.33","","11.61%"
"07/31/2025","98.37","93.78","98.65","92.28","","4.28%"
"07/30/2025","94.33","95.63","100.55","94.10","","-0.85%"
"07/29/2025","95.14","87.76","96.06","87.76","","7.39%"
"07/28/2025","88.59","89.87","91.37","88.43","","-2.21%"
"07/25/2025","90.59","90.18","90.74","88.85","","0.94%"
"07/24/2025","89.75","88.05","89.93","86.82","","1.94%"
"07/23/2025","88.04","89.06","89.92","86.90","","-2.80%"
"07/22/2025","90.58","92.83","95.00","90.53","","-1.82%"
"07/21/2025","92.26","94.31","94.32","90.72","","-0.96%"
"07/18/2025","93.15","92.38","95.11","91.94","","0.27%"
"07/17/2025","92.90","95.19","95.24","92.89","","-2.78%"
"07/16/2025","95.56","94.48","103.29","92.65","","0.95%"
"07/15/2025","94.66","92.94","95.32","92.81","","-1.14%"
"07/14/2025","95.75","96.29","96.29","94.31","","2.37%"
"07/11/2025","93.53","93.62","95.12","92.02","","2.85%"
"07/10/2025","90.94","90.61","92.55","90.19","","-0.89%"
"07/09/2025","91.76","93.92","96.74","91.70","","0.49%"
"07/08/2025","91.31","93.73","93.83","91.00","","-5.18%"
"07/07/2025","96.30","95.39","99.04","94.72","","6.29%"
"07/03/2025","90.60","88.23","91.04","87.85","","0.89%"
"07/02/2025","89.80","90.02","90.18","88.49","","0.29%"
"07/01/2025","89.54","90.43","90.50","87.98","","-0.22%"
"06/30/2025","89.74","91.48","92.96","89.26","","-2.29%"
"06/27/2025","91.84","88.05","93.86","87.84","","2.50%"
"06/26/2025","89.60","89.29","90.05","87.86","","-0.06%"
"06/25/2025","89.65","91.30","93.19","89.13","","-2.86%"
"06/24/2025","92.29","98.12","98.31","92.03","","-11.53%"
"06/23/2025","104.32","111.23","111.85","104.32","","-4.17%"
"06/20/2025","108.86","104.87","112.38","104.39","","2.50%"
"06/18/2025","106.20","114.99","116.05","106.01","","-8.05%"
"06/17/2025","115.50","109.11","116.69","107.76","","8.77%"
"06/16/2025","106.19","107.34","107.90","102.59","","-6.33%"
"06/13/2025","113.37","110.70","116.06","105.93","","10.03%"
"06/12/2025","103.04","101.37","108.92","99.09","","4.06%"
"06/11/2025","99.02","92.83","100.67","88.34","","7.56%"
"06/10/2025","92.06","88.85","92.13","88.84","","3.47%"
"06/09/2025","88.97","91.58","91.84","88.59","","-0.54%"
"06/06/2025","89.45","91.20","91.20","88.32","","-4.02%"
"06/05/2025","93.20","90.26","94.53","88.92","","2.65%"
"06/04/2025","90.79","91.16","94.56","90.42","","-0.11%"
"06/03/2025","90.89","91.58","94.38","90.06","","-1.03%"
"06/02/2025","91.84","98.91","99.32","91.83","","-3.48%"
"05/30/2025","95.15","96.83","100.46","94.89","","-0.18%"
"05/29/2025","95.32","95.56","97.93","94.67","","-1.88%"
"05/28/2025","97.15","97.38","97.97","96.04","","0.68%"
"05/27/2025","96.49","104.05","104.99","95.94","","-12.09%"
"05/23/2025","109.76","112.38","112.38","106.14","","5.44%"
"05/22/2025","104.10","106.46","106.94","103.23","","-2.07%"
"05/21/2025","106.30","99.61","107.13","96.87","","10.02%"
"05/20/2025","96.62","96.19","99.25","96.03","","-0.28%"
"05/19/2025","96.89","101.79","101.89","96.78","","2.05%"
"05/16/2025","94.94","93.57","98.36","93.44","","0.88%"
"05/15/2025","94.11","98.27","99.02","94.08","","-3.14%"
"05/14/2025","97.16","93.34","97.69","93.30","","6.08%"
"05/13/2025","91.59","85.70","91.59","85.16","","4.16%"
"05/12/2025","87.93","91.47","91.47","87.07","","-8.74%"
"05/09/2025","96.35","95.68","98.29","95.55","","0.06%"
"05/08/2025","96.29","97.61","99.84","95.01","","-3.54%"
"05/07/2025","99.82","103.44","134.91","99.45","","-4.31%"
"05/06/2025","104.32","104.91","106.10","101.85","","3.11%"
"05/05/2025","101.17","102.50","104.76","99.31","","4.02%"
"05/02/2025","97.26","99.11","99.77","96.77","","-4.94%"
"05/01/2025","102.31","99.62","122.22","98.81","","0.02%"
"04/30/2025","102.29","107.02","113.01","101.35","","0.97%"
"04/29/2025","101.31","104.23","113.13","101.10","","-2.01%"
"04/28/2025","103.39","99.58","107.81","99.44","","4.49%"
"04/25/2025","98.95","104.63","107.35","98.95","","-3.91%"
"04/24/2025","102.98","108.19","108.24","102.58","","-5.54%"
"04/23/2025","109.02","106.79","111.49","103.88","","-3.49%"
"04/22/2025","112.96","119.59","119.59","112.63","","-8.98%"
"04/21/2025","124.11","122.74","129.22","122.74","","6.75%"
"04/17/2025","116.26","120.60","122.30","116.10","","-5.41%"
"04/16/2025","122.91","122.96","127.59","114.48","","6.06%"
"04/15/2025","115.89","121.59","122.91","114.89","","-5.26%"
"04/14/2025","122.32","132.07","136.79","120.59","","-16.99%"
"04/11/2025","147.35","161.33","170.32","146.51","","-6.29%"
"04/10/2025","157.24","145.30","177.47","142.43","","10.34%"
"04/09/2025","142.50","186.33","189.03","134.23","","-16.63%"
"04/08/2025","170.92","142.11","177.50","137.41","","11.98%"
"04/07/2025","152.63","157.77","168.12","141.68","","3.72%"
"04/04/2025","147.16","126.61","148.65","126.61","","23.17%"
"04/03/2025","119.48","114.14","120.21","110.32","","0.94%"
"04/02/2025","118.37","103.45","118.37","94.79","","21.34%"
"04/01/2025","97.55","101.75","103.45","96.28","","-1.58%"
"03/31/2025","99.12","109.87","112.14","98.08","","-3.24%"
"03/28/2025","102.44","91.30","102.62","89.93","","14.45%"
"03/27/2025","89.51","92.84","95.79","86.95","","-0.81%"
"03/26/2025","90.24","88.00","94.81","88.00","","3.18%"
"03/25/2025","87.46","83.19","89.40","83.19","","6.80%"
"03/24/2025","81.89","85.31","85.82","81.73","","-6.93%"
"03/21/2025","87.99","93.21","94.74","87.97","","-2.18%"
"03/20/2025","89.95","97.09","97.09","89.95","","-3.52%"
"03/19/2025","93.23","97.93","98.62","91.19","","-6.47%"
"03/18/2025","99.68","96.66","103.17","96.63","","3.91%"
"03/17/2025","95.93","97.58","97.77","93.74","","-2.34%"
"03/14/2025","98.23","109.67","109.67","96.85","","-12.99%"
"03/13/2025","112.89","115.25","118.92","112.19","","-2.59%"
"03/12/2025","115.89","122.68","124.14","114.06","","-10.52%"
"03/11/2025","129.51","134.90","139.49","127.12","","0.82%"
"03/10/2025","128.46","124.86","131.49","121.64","","11.00%"
"03/07/2025","115.73","119.57","123.71","114.15","","-4.21%"
"03/06/2025","120.82","118.09","124.32","112.90","","10.21%"
"03/05/2025","109.63","118.35","120.92","108.42","","-7.53%"
"03/04/2025","118.56","125.55","131.62","111.24","","-0.15%"
"03/03/2025","118.74","106.43","124.18","105.66","","8.95%"
"02/28/2025","108.99","115.12","117.43","107.87","","-5.05%"
"02/27/2025","114.79","102.13","115.60","102.13","","8.24%"
"02/26/2025","106.05","108.80","111.19","103.07","","-2.23%"
"02/25/2025","108.47","108.71","114.79","104.32","","1.56%"
"02/24/2025","106.80","105.51","114.15","101.12","","1.03%"
"02/21/2025","105.71","95.78","107.66","95.61","","11.29%"
"02/20/2025","94.99","95.67","100.09","94.36","","-0.59%"
"02/19/2025","95.55","101.25","101.25","94.98","","-2.99%"
"02/18/2025","98.50","97.35","100.66","97.14","","1.65%"
"02/14/2025","96.90","95.56","98.95","95.17","","1.49%"
"02/13/2025","95.48","98.61","100.04","94.91","","-3.30%"
"02/12/2025","98.74","106.34","106.52","98.72","","-1.08%"
"02/11/2025","99.82","100.34","101.17","98.16","","0.68%"
"02/10/2025","99.15","101.55","102.47","98.80","","-2.31%"
"02/07/2025","101.49","95.38","102.07","95.37","","4.88%"
"02/06/2025","96.77","96.90","98.93","95.58","","-0.53%"
"02/05/2025","97.29","100.85","102.37","96.94","","-3.56%"
"02/04/2025","100.88","106.50","107.97","98.90","","-7.46%"
"02/03/2025","109.01","111.98","115.25","100.93","","7.40%"
"01/31/2025","101.50","96.45","104.35","95.98","","3.23%"
"01/30/2025","98.32","98.88","100.50","96.57","","-3.30%"
"01/29/2025","101.68","102.81","108.03","100.33","","-1.99%"
"01/28/2025","103.74","108.35","111.48","101.91","","-5.96%"
"01/27/2025","110.31","117.47","117.47","109.00","","9.86%"
"01/24/2025","100.41","98.63","101.16","98.16","","0.89%"
"01/23/2025","99.52","100.34","100.47","98.55","","-1.03%"
"01/22/2025","100.56","98.54","101.76","97.50","","2.34%"
"01/21/2025","98.26","100.93","101.53","97.76","","-3.30%"
"01/17/2025","101.61","96.93","101.61","96.46","","1.77%"
"01/16/2025","99.84","97.21","99.84","96.37","","2.10%"
"01/15/2025","97.79","103.26","103.76","97.55","","-9.39%"
"01/14/2025","107.93","109.12","112.97","104.89","","-2.71%"
"01/13/2025","110.94","122.22","122.45","110.25","","-3.94%"
"01/10/2025","115.49","109.62","119.32","107.20","","11.12%"
"01/08/2025","103.93","109.52","114.91","102.98","","-2.29%"
"01/07/2025","106.37","94.85","110.99","94.69","","10.93%"
"01/06/2025","95.89","95.68","98.90","92.99","","1.62%"
"01/03/2025","94.36","104.63","104.75","93.74","","-11.47%"
"01/02/2025","106.59","103.67","113.74","101.54","","2.17%"
"12/31/2024","104.33","100.74","107.12","97.67","","1.24%"
"12/30/2024","103.05","108.74","112.80","97.10","","4.29%"
"12/27/2024","98.81","96.64","114.09","95.96","","6.51%"
"12/26/2024","92.77","95.06","102.47","91.97","","1.89%"
"12/24/2024","91.05","101.49","101.49","90.65","","-11.03%"
"12/23/2024","102.34","112.38","117.95","102.28","","-10.24%"
"12/20/2024","114.01","137.69","137.69","110.93","","-16.35%"
"12/19/2024","136.29","59.31","136.42","59.31","","5.01%"
"12/18/2024","129.79","101.09","131.73","97.75","","28.85%"
"12/17/2024","100.73","100.04","101.19","95.78","","2.42%"
"12/16/2024","98.35","96.94","98.54","95.89","","1.92%"
"12/13/2024","96.50","96.78","101.46","95.96","","-2.95%"
"12/12/2024","99.43","98.93","100.82","96.91","","1.34%"
"12/11/2024","98.12","95.28","99.39","94.75","","4.00%"
"12/10/2024","94.35","93.29","95.94","92.32","","0.54%"
"12/09/2024","93.84","91.01","94.76","90.05","","7.39%"
"12/06/2024","87.38","84.95","89.05","83.56","","0.49%"
"12/05/2024","86.95","88.21","88.81","86.05","","0.54%"
"12/04/2024","86.48","86.85","87.94","85.58","","0.06%"
"12/03/2024","86.43","88.02","89.67","85.67","","-0.78%"
"12/02/2024","87.11","89.63","90.32","86.61","","0.92%"
"11/29/2024","86.32","87.88","87.88","86.10","","-2.31%"
"11/27/2024","88.36","89.50","94.20","87.86","","0.74%"
"11/26/2024","87.71","89.12","89.39","85.46","","-1.22%"
"11/25/2024","88.79","92.16","96.01","88.77","","-6.66%"
"11/22/2024","95.13","99.87","100.27","94.98","","-6.09%"
"11/21/2024","101.30","98.50","106.06","97.10","","-0.88%"
"11/20/2024","102.20","99.70","109.14","98.88","","4.96%"
"11/19/2024","97.37","105.01","105.01","94.50","","3.79%"
"11/18/2024","93.81","99.52","100.12","92.38","","-5.18%"
"11/15/2024","98.93","93.30","110.17","92.10","","9.40%"
"11/14/2024","90.43","91.80","93.61","89.47","","-1.45%"
"11/13/2024","91.76","92.25","93.10","89.48","","2.58%"
"11/12/2024","89.45","90.17","92.58","88.33","","-1.41%"
"11/11/2024","90.73","89.05","90.80","88.53","","3.38%"
"11/08/2024","87.76","88.46","89.62","86.75","","-0.95%"
"11/07/2024","88.60","93.83","161.76","88.17","","-8.89%"
"11/06/2024","97.24","91.74","99.16","89.42","","-14.94%"
"11/05/2024","114.32","121.71","121.74","113.27","","-6.14%"
"11/04/2024","121.80","121.08","123.43","119.28","","2.25%"
"11/01/2024","119.12","120.30","121.51","116.07","","-2.27%"
"10/31/2024","121.89","117.43","124.95","117.43","","8.09%"
"10/30/2024","112.77","110.32","112.80","109.50","","3.74%"
"10/29/2024","108.70","113.41","114.42","108.68","","-3.15%"
"10/28/2024","112.23","114.51","114.55","111.87","","-4.49%"
"10/25/2024","117.50","107.93","117.68","107.08","","6.97%"
"10/24/2024","109.84","107.53","112.98","107.53","","1.60%"
"10/23/2024","108.11","101.35","112.51","101.34","","7.57%"
"10/22/2024","100.50","105.28","105.46","99.85","","-2.39%"
"10/21/2024","102.96","104.41","106.57","102.79","","1.99%"
"10/18/2024","100.95","104.94","105.10","100.09","","-4.67%"
"10/17/2024","105.89","109.44","110.41","105.30","","-5.13%"
"10/16/2024","111.62","112.66","115.62","110.98","","-1.13%"
"10/15/2024","112.90","105.76","113.62","105.40","","5.30%"
"10/14/2024","107.22","113.93","114.10","107.22","","-5.94%"
"10/11/2024","113.99","117.44","118.29","112.97","","-2.93%"
"10/10/2024","117.43","119.22","120.51","117.32","","-1.62%"
"10/09/2024","119.36","124.23","124.49","118.67","","3.95%"
"10/08/2024","114.82","117.70","117.86","113.32","","-6.33%"
"10/07/2024","122.58","115.29","123.37","112.81","","10.80%"
"10/04/2024","110.63","112.95","113.92","109.06","","-4.33%"
"10/03/2024","115.64","110.85","115.97","108.31","","7.10%"
"10/02/2024","107.97","112.52","115.63","106.58","","-1.97%"
"10/01/2024","110.14","100.41","117.68","100.41","","10.87%"
"09/30/2024","99.34","103.57","105.43","98.92","","-1.97%"
"09/27/2024","101.34","90.55","101.75","90.41","","12.78%"
"09/26/2024","89.86","91.79","92.42","89.82","","-0.69%"
"09/25/2024","90.48","92.09","93.53","90.34","","-0.49%"
"09/24/2024","90.93","94.95","97.34","90.42","","-3.69%"
"09/23/2024","94.41","96.22","97.45","93.48","","0.15%"
"09/20/2024","94.27","99.14","99.56","93.65","","-3.27%"
"09/19/2024","97.46","100.76","102.06","97.21","","-7.56%"
"09/18/2024","105.43","107.87","123.78","101.45","","-1.64%"
"09/17/2024","107.19","106.77","109.04","103.56","","0.49%"
"09/16/2024","106.67","106.00","110.98","105.98","","4.70%"
"09/13/2024","101.88","104.89","105.65","99.23","","-1.98%"
"09/12/2024","103.94","103.60","107.21","101.40","","1.01%"
"09/11/2024","102.90","109.70","120.01","101.69","","-4.01%"
"09/10/2024","107.20","111.00","116.65","106.76","","-3.29%"
"09/09/2024","110.85","117.86","118.65","110.04","","-7.11%"
"09/06/2024","119.33","110.72","129.28","106.87","","3.76%"
"09/05/2024","115.01","120.53","123.38","113.61","","-6.85%"
"09/04/2024","123.47","134.78","135.69","114.35","","-4.87%"
"09/03/2024","129.79","100.28","137.64","100.27","","38.47%"
"08/30/2024","93.73","95.43","98.89","91.46","","-3.45%"
"08/29/2024","97.08","99.36","100.28","93.71","","-8.69%"
"08/28/2024","106.32","95.78","109.78","95.15","","13.77%"
"08/27/2024","93.45","102.34","103.08","93.35","","-7.18%"
"08/26/2024","100.68","101.08","103.44","98.90","","1.47%"
"08/23/2024","99.22","109.41","117.95","99.09","","-11.83%"
"08/22/2024","112.53","105.95","116.02","105.33","","5.44%"
"08/21/2024","106.72","101.51","109.11","101.51","","4.89%"
"08/20/2024","101.74","100.58","105.01","99.48","","2.95%"
"08/19/2024","98.82","104.29","104.73","97.18","","-4.45%"
"08/16/2024","103.42","108.83","108.83","101.59","","-1.90%"
"08/15/2024","105.42","103.59","106.21","100.16","","-2.22%"
"08/14/2024","107.81","118.32","118.46","107.46","","-5.34%"
"08/13/2024","113.89","118.37","118.74","113.78","","-6.60%"
"08/12/2024","121.94","114.90","124.48","107.36","","6.38%"
"08/09/2024","114.63","134.54","135.64","114.12","","-14.67%"
"08/08/2024","134.34","144.83","146.39","134.16","","-11.17%"
"08/07/2024","151.24","136.43","154.79","129.46","","0.77%"
"08/06/2024","150.09","169.68","170.42","137.05","","-13.40%"
"08/05/2024","173.32","136.81","192.49","136.81","","26.69%"
"08/02/2024","136.81","119.84","162.68","119.03","","23.05%"
"08/01/2024","111.18","94.00","117.24","93.31","","17.96%"
"07/31/2024","94.25","93.77","95.47","87.98","","-5.72%"
"07/30/2024","99.97","92.54","101.85","92.43","","6.91%"
"07/29/2024","93.51","96.35","97.71","92.75","","-1.16%"
"07/26/2024","94.61","101.10","101.53","93.87","","-9.36%"
"07/25/2024","104.38","104.22","109.66","95.54","","-1.64%"
"07/24/2024","106.12","93.06","106.97","89.72","","19.90%"
"07/23/2024","88.51","93.54","94.25","87.94","","-5.50%"
"07/22/2024","93.66","97.52","97.52","90.60","","-4.36%"
"07/19/2024","97.93","94.88","101.71","93.64","","3.40%"
"07/18/2024","94.71","85.99","95.55","83.84","","7.28%"
"07/17/2024","88.28","85.38","89.08","84.02","","7.14%"
"07/16/2024","82.40","83.47","83.83","80.53","","-1.74%"
"07/15/2024","83.86","82.50","84.25","80.90","","2.76%"
"07/12/2024","81.61","82.32","82.32","72.07","","-3.39%"
"07/11/2024","84.47","82.47","86.96","82.39","","1.27%"
"07/10/2024","83.41","82.53","83.83","81.37","","6.15%"
"07/09/2024","78.58","78.36","79.24","77.56","","-0.01%"
"07/08/2024","78.59","79.93","80.11","78.19","","-0.27%"
"07/05/2024","78.80","77.69","79.07","77.60","","0.94%"
"07/03/2024","78.07","76.55","79.51","76.47","","1.31%"
"07/02/2024","77.06","76.86","78.92","75.30","","1.33%"
"07/01/2024","76.05","80.87","80.96","75.82","","-4.32%"
"06/28/2024","79.48","80.13","80.13","76.65","","-0.03%"
"06/27/2024","79.50","82.38","82.54","79.22","","-2.39%"
"06/26/2024","81.45","83.29","83.55","80.54","","-1.71%"
"06/25/2024","82.87","84.46","85.15","80.38","","-2.28%"
"06/24/2024","84.80","86.04","86.23","83.21","","1.79%"
"06/21/2024","83.31","86.09","87.31","81.69","","-2.81%"
"06/20/2024","85.72","79.89","86.59","79.76","","6.31%"
"06/18/2024","80.63","84.07","84.07","80.46","","-3.25%"
"06/17/2024","83.34","85.20","85.42","82.25","","-0.45%"
"06/14/2024","83.72","82.95","84.49","80.74","","7.06%"
"06/13/2024","78.20","77.68","80.28","76.74","","0.77%"
"06/12/2024","77.60","78.52","78.83","68.09","","-2.94%"
"06/11/2024","79.95","82.51","84.03","79.62","","1.24%"
"06/10/2024","78.97","80.54","80.63","78.77","","3.03%"
"06/07/2024","76.65","78.39","78.77","75.52","","-1.62%"
"06/06/2024","77.91","75.62","79.50","75.31","","3.55%"
"06/05/2024","75.24","77.29","78.13","74.82","","-3.10%"
"06/04/2024","77.65","81.00","81.73","77.65","","-1.45%"
"06/03/2024","78.79","80.05","82.85","78.41","","0.66%"
"05/31/2024","78.27","81.35","85.16","78.26","","-6.20%"
"05/30/2024","83.44","83.91","84.34","79.95","","-0.42%"
"05/29/2024","83.79","85.37","85.93","81.97","","2.63%"
"05/28/2024","81.64","82.14","84.33","81.25","","3.22%"
"05/24/2024","79.09","84.39","84.40","78.20","","-6.54%"
"05/23/2024","84.62","78.39","89.63","77.82","","5.83%"
"05/22/2024","79.96","78.37","85.97","76.23","","3.01%"
"05/21/2024","77.62","80.06","80.65","77.03","","-2.30%"
"05/20/2024","79.45","80.37","80.57","79.07","","1.30%"
"05/17/2024","78.43","77.22","79.33","77.16","","0.89%"
"05/16/2024","77.74","76.73","78.12","75.18","","1.87%"
"05/15/2024","76.31","76.58","77.23","74.86","","-1.73%"
"05/14/2024","77.65","77.75","79.14","77.59","","0.13%"
"05/13/2024","77.55","76.39","77.94","74.66","","5.86%"
"05/10/2024","73.26","73.96","74.79","72.88","","-0.69%"
"05/09/2024","73.77","74.60","75.28","73.65","","-0.98%"
"05/08/2024","74.50","74.25","75.50","74.02","","-0.05%"
"05/07/2024","74.54","73.39","75.32","73.17","","1.47%"
"05/06/2024","73.46","75.27","75.27","73.30","","-1.49%"
"05/03/2024","74.57","75.43","76.79","74.36","","-5.12%"
"05/02/2024","78.59","80.30","83.81","78.37","","-4.08%"
"05/01/2024","81.93","83.57","123.55","76.73","","0.13%"
"04/30/2024","81.82","79.44","81.96","77.22","","4.60%"
"04/29/2024","78.22","80.06","80.65","77.39","","-1.68%"
"04/26/2024","79.56","82.58","83.09","79.56","","-3.61%"
"04/25/2024","82.54","90.38","91.02","82.37","","-1.28%"
"04/24/2024","83.61","82.70","85.02","81.73","","1.52%"
"04/23/2024","82.36","87.38","87.59","82.02","","-8.02%"
"04/22/2024","89.54","95.60","96.22","89.26","","-9.64%"
"04/19/2024","99.09","99.41","102.87","96.75","","3.23%"
"04/18/2024","95.99","96.80","98.89","92.96","","-2.80%"
"04/17/2024","98.76","99.34","102.82","94.79","","-0.49%"
"04/16/2024","99.25","107.13","107.53","97.82","","-9.48%"
"04/15/2024","109.64","98.45","111.58","93.95","","6.74%"
"04/12/2024","102.72","94.59","112.86","94.42","","14.90%"
"04/11/2024","89.40","92.57","96.33","88.73","","-2.57%"
"04/10/2024","91.76","93.64","95.61","90.67","","8.66%"
"04/09/2024","84.45","85.85","90.01","84.26","","-2.10%"
"04/08/2024","86.26","90.48","90.88","85.76","","-4.77%"
"04/05/2024","90.58","90.75","91.66","88.43","","0.60%"
"04/04/2024","90.04","79.61","91.07","77.81","","11.05%"
"04/03/2024","81.08","84.29","85.34","80.53","","-2.03%"
"04/02/2024","82.76","82.14","86.64","82.14","","5.49%"
"04/01/2024","78.45","79.81","82.96","78.28","","2.46%"
"03/28/2024","76.57","76.50","78.10","75.79","","0.75%"
"03/27/2024","76.00","76.19","78.08","75.20","","-1.00%"
"03/26/2024","76.77","76.42","79.28","75.02","","0.22%"
"03/25/2024","76.60","78.85","78.87","76.19","","0.14%"
"03/22/2024","76.49","77.20","77.79","74.88","","-1.05%"
"03/21/2024","77.30","79.63","81.10","77.14","","-1.99%"
"03/20/2024","78.87","83.95","84.26","78.64","","-6.00%"
"03/19/2024","83.90","86.86","87.14","83.65","","-3.32%"
"03/18/2024","86.78","92.00","92.06","86.63","","-5.85%"
"03/15/2024","92.17","90.23","96.23","89.82","","3.85%"
"03/14/2024","88.75","85.45","92.61","85.34","","2.87%"
"03/13/2024","86.27","86.44","87.32","85.85","","3.00%"
"03/12/2024","83.76","87.39","88.46","83.66","","-5.86%"
"03/11/2024","88.97","90.61","92.14","88.13","","2.78%"
"03/08/2024","86.56","80.78","91.32","80.42","","5.39%"
"03/07/2024","82.13","81.93","83.07","81.93","","-1.18%"
"03/06/2024","83.11","81.47","83.81","81.43","","-0.95%"
"03/05/2024","83.91","80.36","86.14","80.36","","5.67%"
"03/04/2024","79.41","79.87","80.41","78.97","","2.23%"
"03/01/2024","77.68","76.69","80.97","76.34","","0.30%"
"02/29/2024","77.45","78.95","80.68","77.03","","-3.62%"
"02/28/2024","80.36","80.35","81.56","79.60","","2.32%"
"02/27/2024","78.54","79.45","79.62","77.99","","-2.43%"
"02/26/2024","80.50","79.99","81.04","79.59","","2.08%"
"02/23/2024","78.86","79.89","80.32","78.17","","-2.50%"
"02/22/2024","80.88","80.88","81.01","77.99","","-4.46%"
